"var"	"tipo"	"nulo"	"llave"	"valor"
"CNO1"	"D"	NA	"G0"	"G0"
"CNO1"	"D"	NA	"H0"	"H0"
"CNO1"	"D"	NA	"I0"	"I0"
"CNO1"	"D"	NA	"J0"	"J0"
"CNO1"	"D"	NA	"K0"	"K0"
"CNO1"	"D"	NA	"L0"	"L0"
"CNO1"	"D"	NA	"M0"	"M0"
"CNO1"	"D"	NA	"N0"	"N0"
"CNO1"	"D"	NA	"O0"	"O0"
"CNO1"	"D"	NA	"P0"	"P0"
"RESPONSA"	"D"	NA	"1"	"Si"
"RESPONSA"	"D"	NA	"2"	"No"
"ESTU"	"D"	NA	"1"	"Sin estudios"
"ESTU"	"D"	NA	"2"	"Educación primaria"
"ESTU"	"D"	NA	"3"	"Educación secundaria I"
"ESTU"	"D"	NA	"4"	"Educación secundaria II"
"ESTU"	"D"	NA	"5"	"Formación profesional de grado medio"
"ESTU"	"D"	NA	"6"	"Formación profesional de grado superior"
"ESTU"	"D"	NA	"7"	"Diplomados universitarios o equivalente"
"ESTU"	"D"	NA	"8"	"Licenciados, ingenieros superiores y doctores"
"ANOANTI"	"N"	NA	NA	""
"MESANTI"	"N"	NA	NA	""
"TIPOJOR"	"D"	NA	"1"	"Tiempo completo"
"TIPOJOR"	"D"	NA	"2"	"Tiempo parcial"
"TIPOCON"	"D"	NA	"1"	"Duración indefinida"
"TIPOCON"	"D"	NA	"2"	"Duración determinada"
"FIJODISM"	"N"	NA	NA	""
"FIJODISD"	"N"	NA	NA	""
"VAL"	"N"	NA	NA	""
"VAN"	"N"	NA	NA	""
"PUENTES"	"N"	NA	NA	""
"JAP"	"N"	NA	NA	""
"JSP1"	"N"	NA	NA	""
"JSP2"	"N"	NA	NA	""
"HEXTRA"	"N"	NA	NA	""
"DRELABM"	"N"	NA	NA	""
"SIESPM1"	"D"	NA	"1"	"Si"
"SIESPM1"	"D"	NA	"6"	"No"
"DSIESPM1"	"N"	NA	NA	""
"SIESPM2"	"D"	NA	"1"	"Si"
"SIESPM2"	"D"	NA	"6"	"No"
"DSIESPM2"	"N"	NA	NA	""
"SALBASE"	"N"	NA	NA	""
"EXTRAORM"	"N"	NA	NA	""
"PHEXTRA"	"N"	NA	NA	""
"COMSAL"	"N"	NA	NA	""
"COMSALTT"	"N"	NA	NA	""
"IRPFMES"	"N"	NA	NA	""
"COTIZA"	"N"	NA	NA	""
"BASE"	"N"	NA	NA	""
"DRELABAM"	"N"	NA	NA	""
"DRELABAD"	"N"	NA	NA	""
"SIESPA1"	"D"	NA	"1"	"Si"
"SIESPA1"	"D"	NA	"6"	"No"
"DSIESPA1"	"N"	NA	NA	""
"SIESPA2"	"D"	NA	"1"	"Si"
"SIESPA2"	"D"	NA	"6"	"No"
"DSIESPA2"	"N"	NA	NA	""
"SIESPA3"	"D"	NA	"1"	"Si"
"SIESPA3"	"D"	NA	"6"	"No"
"DSIESPA3"	"N"	NA	NA	""
"SIESPA4"	"D"	NA	"1"	"Si"
"SIESPA4"	"D"	NA	"6"	"No"
"DSIESPA4"	"N"	NA	NA	""
"SALBRUTO"	"N"	NA	NA	""
"GEXTRA"	"N"	NA	NA	""
"VESP"	"N"	NA	NA	""
"ANOS2"	"D"	NA	"1"	"Menos de 19 años"
"ANOS2"	"D"	NA	"2"	"De 20 a 29 "
"ANOS2"	"D"	NA	"3"	"De 30 a 39"
"ANOS2"	"D"	NA	"4"	"De 40 a 49"
"ANOS2"	"D"	NA	"5"	"De 50 a 59"
"ANOS2"	"D"	NA	"6"	"Más de 59"
"FACTOTAL"	"N"	NA	NA	""
